"load_datetime","Segment","Mode","Order_Type","Initial_Period","Institution","Interest_rate_am","Interest_rate_aa"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","24/11/2022 a 30/11/2022","BCO BRADESCO S.A.","5.95","100.06"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","24/11/2022 a 30/11/2022","NU FINANCEIRA S.A. CFI","5.29","85.68"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","24/11/2022 a 30/11/2022","BCO C6 S.A.","4.86","76.63"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","24/11/2022 a 30/11/2022","BANCO PAN","2.93","41.4"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","CAIXA ECONOMICA FEDERAL","11.78","280.44"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BCO DO BRASIL S.A.","13.75","369.06"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BCO SANTANDER (BRASIL) S.A.","13.26","345.73"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BCO ITAUCARD S.A.","13.45","354.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BCO BRADESCO S.A.","13.39","351.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BANCO BRADESCARD","18.69","681.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","NU FINANCEIRA S.A. CFI","13.15","340.57"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BANCO INTER","13.91","377.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BCO XP S.A.","4.2","63.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BCO C6 S.A.","12.29","302.01"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/11/2022 a 29/11/2022","BANCO ORIGINAL","18.92","699.65"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","CAIXA ECONOMICA FEDERAL","2.27","30.95"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","BCO DO BRASIL S.A.","4.05","61.1"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","BCO SANTANDER (BRASIL) S.A.","4.71","73.66"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","ITAÚ UNIBANCO S.A.","4.11","62.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","BCO BRADESCO S.A.","6.04","102.04"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","NU FINANCEIRA S.A. CFI","5.28","85.5"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","BCO C6 S.A.","4.73","74.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/11/2022 a 29/11/2022","BANCO PAN","2.9","40.91"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","CAIXA ECONOMICA FEDERAL","11.47","268.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BCO DO BRASIL S.A.","13.73","368.03"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BCO SANTANDER (BRASIL) S.A.","13.34","349.6"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BCO ITAUCARD S.A.","13.33","348.7"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BCO BRADESCO S.A.","13.31","348.12"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BANCO BRADESCARD","18.72","683.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","NU FINANCEIRA S.A. CFI","13.18","341.96"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BANCO INTER","13.78","370.86"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BCO XP S.A.","4.2","63.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BCO C6 S.A.","12.29","302.01"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/11/2022 a 28/11/2022","BANCO ORIGINAL","18.92","700.13"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","CAIXA ECONOMICA FEDERAL","2.25","30.67"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","BCO DO BRASIL S.A.","3.97","59.46"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","BCO SANTANDER (BRASIL) S.A.","4.73","74.04"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","ITAÚ UNIBANCO S.A.","4.14","62.76"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","BCO BRADESCO S.A.","6.16","104.96"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","NU FINANCEIRA S.A. CFI","5.24","84.49"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","BCO C6 S.A.","4.51","69.87"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/11/2022 a 28/11/2022","BANCO PAN","2.92","41.28"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","CAIXA ECONOMICA FEDERAL","11.54","270.86"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BCO DO BRASIL S.A.","13.85","374.06"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BCO SANTANDER (BRASIL) S.A.","13.39","351.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BCO ITAUCARD S.A.","13.29","346.92"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BCO BRADESCO S.A.","13.4","352.11"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BANCO BRADESCARD","18.89","697.25"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","NU FINANCEIRA S.A. CFI","13.44","354.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BANCO INTER","13.78","370.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BCO XP S.A.","4.49","69.43"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BCO C6 S.A.","12.21","298.35"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/11/2022 a 25/11/2022","BANCO ORIGINAL","19.03","708.55"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","CAIXA ECONOMICA FEDERAL","2.26","30.75"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","BCO DO BRASIL S.A.","3.96","59.35"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","BCO SANTANDER (BRASIL) S.A.","4.75","74.42"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","ITAÚ UNIBANCO S.A.","4.18","63.4"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","BCO BRADESCO S.A.","6.21","106.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","NU FINANCEIRA S.A. CFI","5.19","83.45"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","BCO C6 S.A.","4.77","74.93"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/11/2022 a 25/11/2022","BANCO PAN","2.81","39.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","CAIXA ECONOMICA FEDERAL","11.49","268.67"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BCO DO BRASIL S.A.","13.73","368.1"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BCO SANTANDER (BRASIL) S.A.","13.32","348.29"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BCO ITAUCARD S.A.","13.43","353.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BCO BRADESCO S.A.","13.17","341.45"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BANCO BRADESCARD","18.7","682.18"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","NU FINANCEIRA S.A. CFI","13.45","354.39"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BANCO INTER","14.09","386.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BCO XP S.A.","4.81","75.79"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BCO C6 S.A.","12.08","293.08"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","18/11/2022 a 24/11/2022","BANCO ORIGINAL","18.75","686.0"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","CAIXA ECONOMICA FEDERAL","2.26","30.79"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","BCO DO BRASIL S.A.","4.0","60.05"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","BCO SANTANDER (BRASIL) S.A.","4.78","75.06"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","ITAÚ UNIBANCO S.A.","4.15","62.84"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","BCO BRADESCO S.A.","6.15","104.76"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","NU FINANCEIRA S.A. CFI","5.26","85.04"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","BCO C6 S.A.","3.72","55.02"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","18/11/2022 a 24/11/2022","BANCO PAN","2.9","40.96"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","CAIXA ECONOMICA FEDERAL","11.24","259.12"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BCO DO BRASIL S.A.","13.62","362.91"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BCO SANTANDER (BRASIL) S.A.","13.33","348.84"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BCO ITAUCARD S.A.","13.49","356.59"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BCO BRADESCO S.A.","14.0","382.0"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BANCO BRADESCARD","18.59","673.52"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","NU FINANCEIRA S.A. CFI","13.47","355.45"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BANCO INTER","13.76","369.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BCO XP S.A.","4.81","75.79"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BCO C6 S.A.","12.08","293.08"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","17/11/2022 a 23/11/2022","BANCO ORIGINAL","18.67","679.93"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","CAIXA ECONOMICA FEDERAL","2.29","31.19"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","BCO DO BRASIL S.A.","4.03","60.74"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","BCO SANTANDER (BRASIL) S.A.","4.89","77.33"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","ITAÚ UNIBANCO S.A.","3.87","57.75"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","BCO BRADESCO S.A.","6.18","105.45"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","NU FINANCEIRA S.A. CFI","5.24","84.64"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","BCO C6 S.A.","2.97","42.04"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","17/11/2022 a 23/11/2022","BANCO PAN","2.88","40.65"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","CAIXA ECONOMICA FEDERAL","11.36","263.89"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BCO DO BRASIL S.A.","13.81","372.16"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BCO SANTANDER (BRASIL) S.A.","13.27","345.92"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BCO ITAUCARD S.A.","13.63","363.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BCO BRADESCO S.A.","13.67","365.41"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BANCO BRADESCARD","18.72","684.15"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","NU FINANCEIRA S.A. CFI","13.35","349.95"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BANCO INTER","13.58","360.88"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BCO XP S.A.","4.78","75.16"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BCO C6 S.A.","12.09","293.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/11/2022 a 22/11/2022","BANCO ORIGINAL","18.9","698.47"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","CAIXA ECONOMICA FEDERAL","2.29","31.19"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","BCO DO BRASIL S.A.","4.09","61.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","BCO SANTANDER (BRASIL) S.A.","4.93","78.07"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","ITAÚ UNIBANCO S.A.","3.98","59.66"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","BCO BRADESCO S.A.","6.52","113.29"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","NU FINANCEIRA S.A. CFI","5.22","84.24"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","BCO C6 S.A.","3.16","45.26"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/11/2022 a 22/11/2022","BANCO PAN","2.92","41.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","CAIXA ECONOMICA FEDERAL","11.41","265.58"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BCO DO BRASIL S.A.","13.97","380.47"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BCO SANTANDER (BRASIL) S.A.","13.45","354.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BCO ITAUCARD S.A.","13.45","354.78"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BCO BRADESCO S.A.","13.76","369.58"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BANCO BRADESCARD","18.79","689.6"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","NU FINANCEIRA S.A. CFI","13.34","349.24"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BANCO INTER","13.9","376.9"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BCO XP S.A.","4.78","75.16"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BCO C6 S.A.","12.09","293.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/11/2022 a 21/11/2022","BANCO ORIGINAL","18.86","694.9"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","CAIXA ECONOMICA FEDERAL","2.28","31.02"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","BCO DO BRASIL S.A.","4.24","64.55"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","BCO SANTANDER (BRASIL) S.A.","5.08","81.14"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","ITAÚ UNIBANCO S.A.","4.08","61.61"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","BCO BRADESCO S.A.","6.84","121.28"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","NU FINANCEIRA S.A. CFI","5.23","84.43"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","BCO C6 S.A.","3.21","46.02"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/11/2022 a 21/11/2022","BANCO PAN","2.89","40.74"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","CAIXA ECONOMICA FEDERAL","11.41","265.49"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BCO DO BRASIL S.A.","13.61","362.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BCO SANTANDER (BRASIL) S.A.","13.38","351.27"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BCO ITAUCARD S.A.","13.45","354.78"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BCO BRADESCO S.A.","13.66","364.76"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BANCO BRADESCARD","18.7","682.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","NU FINANCEIRA S.A. CFI","13.55","359.25"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BANCO INTER","13.6","361.85"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BCO XP S.A.","4.75","74.59"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BCO C6 S.A.","12.09","293.29"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/11/2022 a 18/11/2022","BANCO ORIGINAL","18.69","681.83"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","CAIXA ECONOMICA FEDERAL","2.28","31.1"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","BCO DO BRASIL S.A.","4.29","65.51"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","BCO SANTANDER (BRASIL) S.A.","4.99","79.45"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","ITAÚ UNIBANCO S.A.","3.96","59.32"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","BCO BRADESCO S.A.","6.44","111.37"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","NU FINANCEIRA S.A. CFI","5.32","86.17"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","BCO C6 S.A.","3.27","47.13"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/11/2022 a 18/11/2022","BANCO PAN","2.86","40.23"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","CAIXA ECONOMICA FEDERAL","11.36","263.68"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BCO DO BRASIL S.A.","14.11","387.51"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BCO SANTANDER (BRASIL) S.A.","13.01","334.13"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BCO ITAUCARD S.A.","13.57","360.59"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BCO BRADESCO S.A.","13.79","371.47"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BANCO BRADESCARD","18.72","684.27"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","NU FINANCEIRA S.A. CFI","13.29","347.09"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BANCO INTER","13.27","346.21"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BCO XP S.A.","4.84","76.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BCO C6 S.A.","12.06","292.23"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/11/2022 a 17/11/2022","BANCO ORIGINAL","19.05","710.62"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","CAIXA ECONOMICA FEDERAL","2.22","30.19"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","BCO DO BRASIL S.A.","4.31","65.96"
